group,names,scores,logfoldchanges,pvals,pvals_adj
CD14+ Monocytes,FEM1B,-14.2979355,,2.253982722588576e-46,5.531245945002641e-46
CD14+ Monocytes,TNFRSF1A,-14.334245,,1.3369330422947296e-46,3.292938527819531e-46
CD14+ Monocytes,DUSP23,-14.361128,,9.073836141983297e-47,2.2404533683909374e-46
CD14+ Monocytes,UPK3A,-14.421768,,3.775443238367673e-47,9.345156530613052e-47
CD14+ Monocytes,GPS1,-14.450353,,2.4940444552734974e-47,6.188695918792797e-47
CD14+ Monocytes,DUSP22,-14.459201,,2.1933027820091578e-47,5.449199458407845e-47
CD14+ Monocytes,STRA13,-14.472199,,1.8157075613382702e-47,4.516685475965846e-47
CD14+ Monocytes,SEC11C,-14.472676,,1.8031728015703786e-47,4.491090414870183e-47
CD14+ Monocytes,TROAP,-14.476624,2.393841,1.702572261456029e-47,4.251116757692956e-47
CD14+ Monocytes,SAMM50,-14.482613,,1.5605049132541104e-47,3.906144964340702e-47
CD14+ Monocytes,ASAP2,-14.522223,1.6997172,8.762176791526944e-48,2.2015519576700866e-47
CD14+ Monocytes,AC005082.12,-14.53318,,7.467126263493428e-48,1.8808882275802085e-47
CD14+ Monocytes,SPTSSB,-14.553394,4.1797285,5.557580435143407e-48,1.401659630553192e-47
CD14+ Monocytes,POP7,-14.557613,,5.2250089900615994e-48,1.3227870860915441e-47
CD14+ Monocytes,ERP44,-14.559247,,5.1016572714059453e-48,1.2931957595452333e-47
CD14+ Monocytes,C1QB,-14.5703745,6.431187,4.335065893562087e-48,1.1002705313609355e-47
CD14+ Monocytes,MKNK1,-14.571906,,4.2389667672638e-48,1.0772469548319695e-47
CD14+ Monocytes,HMOX1,-14.578644,,3.840704784555641e-48,9.772785711337508e-48
CD14+ Monocytes,STAMBP,-14.579869,,3.772402943724824e-48,9.61121769101866e-48
CD14+ Monocytes,TNFRSF9,-14.596918,2.387866,2.9383276267763435e-48,7.495733741776386e-48
CD14+ Monocytes,IL32,-14.599334,,2.836032966736899e-48,7.244017794985694e-48
CD14+ Monocytes,EAPP,-14.607773,,2.5057546370517912e-48,6.408579634403557e-48
CD14+ Monocytes,ARRDC4,-14.616144,,2.2159963611940174e-48,5.674766609971875e-48
CD14+ Monocytes,RNF187,-14.617403,,2.1754008907305965e-48,5.577951001873324e-48
CD14+ Monocytes,ZAP70,-14.61805,,2.154843108663754e-48,5.532331472820935e-48
CD14+ Monocytes,RETN,-14.644729,,1.4558055858487258e-48,3.742430811950452e-48
CD14+ Monocytes,NABP1,-14.648132,,1.3847065587774844e-48,3.564238246531491e-48
CD14+ Monocytes,PUM1,-14.649765,,1.3518175102486512e-48,3.484065748063534e-48
CD14+ Monocytes,TMEM55A,-14.658205,,1.19388181471719e-48,3.084965929501783e-48
CD14+ Monocytes,RXRA,-14.705267,,5.963495521709025e-49,1.546950848692354e-48
CD14+ Monocytes,JARID2,-14.71619,,5.0745059280970146e-49,1.3180534878174063e-48
CD14+ Monocytes,REEP3,-14.7167015,,5.036356547488276e-49,1.309845656043765e-48
CD14+ Monocytes,MESDC2,-14.761994,,2.575506244781882e-49,6.7245593858534774e-49
CD14+ Monocytes,SENP2,-14.770162,,2.281658385102779e-49,5.965119961053017e-49
CD14+ Monocytes,PRKCB,-14.785236,,1.8241557675369804e-49,4.775276878369059e-49
CD14+ Monocytes,CACNA2D3,-14.802557,,1.4101728011126517e-49,3.6963900422349976e-49
CD14+ Monocytes,CNDP2,-14.838833,,8.217331508937153e-50,2.165304745437985e-49
CD14+ Monocytes,NDUFB6,-14.839105,,8.18405417244225e-50,2.1593810481377966e-49
CD14+ Monocytes,NFU1,-14.847884,,7.179872578023098e-50,1.8969280258977803e-49
CD14+ Monocytes,IL17RA,-14.892872,,3.6667698059735387e-50,9.70044922215222e-50
CD14+ Monocytes,MRPS16,-14.9285,,2.1504838124810564e-50,5.696645860876971e-50
CD14+ Monocytes,CYFIP1,-14.952491,,1.500303851540958e-50,3.9795858131059897e-50
CD14+ Monocytes,VTI1B,-14.957868,,1.3838957841471935e-50,3.6805738940084935e-50
CD14+ Monocytes,CR1,-14.990332,,8.49279747937627e-51,2.2677696874168945e-50
CD14+ Monocytes,STX5,-14.998635,,7.494486868306094e-51,2.0065560557713772e-50
CD14+ Monocytes,PSMC4,-15.002004,,7.123579033709788e-51,1.9098067114503453e-50
CD14+ Monocytes,SYCE1,-15.010137,4.156598,6.30175506299068e-51,1.691746325635082e-50
CD14+ Monocytes,BTK,-15.057574,,3.0787974483520105e-51,8.287476307811603e-51
CD14+ Monocytes,ARG2,-15.060398,2.6187446,2.950043504331025e-51,7.951599742132143e-51
CD14+ Monocytes,NCKAP1L,-15.090583,,1.8678629824016386e-51,5.04827833081524e-51
CD14+ Monocytes,MYOM2,-15.1095705,,1.400489442045711e-51,3.79022853057026e-51
CD14+ Monocytes,AATK,-15.110115,1.2949443,1.3889654449449484e-51,3.7641339971407816e-51
CD14+ Monocytes,IFT20,-15.153469,,7.187101398804963e-52,1.9530166844578703e-51
CD14+ Monocytes,HDAC5,-15.15905,,6.601774323675669e-52,1.796401176510386e-51
CD14+ Monocytes,RMDN3,-15.186919,,4.317362934267304e-52,1.1763931701000827e-51
CD14+ Monocytes,EPN1,-15.205602,,3.2463361104750802e-52,8.857670151364476e-52
CD14+ Monocytes,RAB1B,-15.260593,,1.3996973682917803e-52,3.83478731038844e-52
CD14+ Monocytes,FBXW5,-15.268624,,1.2375642910052435e-52,3.395238109753755e-52
CD14+ Monocytes,C15orf48,-15.276996,2.2537093,1.0884442207853857e-52,2.990231375784027e-52
CD14+ Monocytes,PLEKHJ1,-15.297617,,7.930726416459041e-53,2.1877865976438733e-52
CD14+ Monocytes,CHPF2,-15.299966,,7.649730553652993e-53,2.113185235815744e-52
CD14+ Monocytes,FAM173A,-15.316606,,5.9230809322403415e-53,1.6384732869267888e-52
CD14+ Monocytes,CTSC,-15.339678,,4.152514553000839e-53,1.1502810396124209e-52
CD14+ Monocytes,ZNF593,-15.3424,,3.981960802389721e-53,1.1045661032981196e-52
CD14+ Monocytes,PMF1,-15.347505,,3.6807536294017637e-53,1.0224315637227121e-52
CD14+ Monocytes,CORO1C,-15.3546505,,3.296806769849659e-53,9.170533434908648e-53
CD14+ Monocytes,ABHD17B,-15.357169,,3.171240495246962e-53,8.833538983974824e-53
CD14+ Monocytes,PTX3,-15.374524,1.2969514,2.4262053731738677e-53,6.767657944696981e-53
CD14+ Monocytes,YIPF3,-15.377519,,2.316576529478578e-53,6.470884160554688e-53
CD14+ Monocytes,PLEKHA1,-15.391708,,1.8605347898355733e-53,5.218891416088565e-53
CD14+ Monocytes,MARCH5,-15.39222,,1.845913701803579e-53,5.1851508477628625e-53
CD14+ Monocytes,RP11-307C12.12,-15.395894,0.6448073,1.7439658416452516e-53,4.905670440633619e-53
CD14+ Monocytes,SYVN1,-15.40777,,1.451330548437625e-53,4.088255066021479e-53
CD14+ Monocytes,ZNF467,-15.430196,,1.0255834897316619e-53,2.8971285020668417e-53
CD14+ Monocytes,GUCD1,-15.45548,,6.929367342905927e-54,1.9602170701289752e-53
CD14+ Monocytes,APOBEC3B,-15.473345,,5.250609365925811e-54,1.4874247495540543e-53
CD14+ Monocytes,MYO9B,-15.485766,,4.3287586827384815e-54,1.228016647585385e-53
CD14+ Monocytes,SGK1,-15.491244,,3.975190029722365e-54,1.1293153493529447e-53
CD14+ Monocytes,MRPL47,-15.500841,,3.423809200738496e-54,9.740566716183489e-54
CD14+ Monocytes,SREBF1,-15.521191,-3.3582728,2.4938050008146135e-54,7.11499286965653e-54
CD14+ Monocytes,MIS18BP1,-15.533544,,2.0569329641471103e-54,5.88535898182292e-54
CD14+ Monocytes,BIRC5,-15.549435,3.53104,1.6051553198288905e-54,4.5992989106845e-54
CD14+ Monocytes,CCDC69,-15.559984,,1.361326164167398e-54,3.906244373507598e-54
CD14+ Monocytes,CCDC12,-15.565633,,1.246309551323747e-54,3.5813492854130665e-54
CD14+ Monocytes,CD47,-15.600207,,7.255857150915338e-55,2.0880164463065722e-54
CD14+ Monocytes,IRF8,-15.613275,,5.9123334737166344e-55,1.7063011468157677e-54
CD14+ Monocytes,SHARPIN,-15.655402,,3.051757562843403e-55,8.845674095198269e-55
CD14+ Monocytes,ABI3,-15.666292,,2.5715027940702242e-55,7.464449329666835e-55
CD14+ Monocytes,MLTK,-15.706957,,1.3552959152702042e-55,3.9513000445195455e-55
CD14+ Monocytes,ATP1B3,-15.714886,,1.1959604131491017e-55,3.49185522087329e-55
CD14+ Monocytes,SPRTN,-15.7385025,,8.237004539470594e-56,2.4084808594943254e-55
CD14+ Monocytes,PRR5,-15.755109,,6.335023137000519e-56,1.8550580196194783e-55
CD14+ Monocytes,LRRC47,-15.757083,,6.140285794331264e-56,1.800670320918259e-55
CD14+ Monocytes,YPEL2,-15.768619,-0.51127046,5.115654863011068e-56,1.5023949671104457e-55
CD14+ Monocytes,NLRC4,-15.770014,,5.003892932722697e-56,1.4717332155066754e-55
CD14+ Monocytes,ABCC10,-15.777262,,4.4612490637825455e-56,1.3140645254145936e-55
CD14+ Monocytes,SLC16A3,-15.79118,,3.5782314984203363e-56,1.0555255157582112e-55
CD14+ Monocytes,TMEM165,-15.795128,,3.3611346722842628e-56,9.929496816201661e-56
CD14+ Monocytes,TPD52L2,-15.796081,,3.3107287939300574e-56,9.795055603343365e-56
CD14+ Monocytes,LTB,-15.79962,,3.1300111224002204e-56,9.274107029333986e-56
CD14+ Monocytes,CCDC124,-15.805336,,2.858610818672361e-56,8.482524684487718e-56
CD14+ Monocytes,C9orf142,-15.823644,,2.137545634507172e-56,6.3617429598427725e-56
CD14+ Monocytes,GLB1,-15.873531,,9.664697096044985e-57,2.902311440253749e-56
CD14+ Monocytes,CORO7,-15.899258,,6.412029336833119e-57,1.931334137600337e-56
CD14+ Monocytes,NT5C,-15.905723,,5.783178369448375e-57,1.7445485277370662e-56
CD14+ Monocytes,LYAR,-15.905893,,5.767487140949677e-57,1.7424432449999022e-56
CD14+ Monocytes,SLC19A1,-15.908241,,5.555229582439169e-57,1.6808561520239544e-56
CD14+ Monocytes,IGFBP7,-15.913005,,5.148176388980485e-57,1.5600534512062076e-56
CD14+ Monocytes,RGS18,-15.9137535,,5.0869699873864546e-57,1.5438452162022622e-56
CD14+ Monocytes,ISY1,-15.931177,,3.8504056554139343e-57,1.1721173989083513e-56
CD14+ Monocytes,MANF,-15.941454,,3.266643356715254e-57,9.959278526570896e-57
CD14+ Monocytes,DENND6A,-15.987802,,1.5541869463043722e-57,4.745608996349228e-57
CD14+ Monocytes,VPS25,-15.999032,,1.297779075112474e-57,3.96874334896781e-57
CD14+ Monocytes,STK32C,-16.003931,,1.19954159084616e-57,3.6739405538932923e-57
CD14+ Monocytes,NCOR2,-16.005905,,1.1620992832997012e-57,3.564721727913194e-57
CD14+ Monocytes,GID8,-16.008049,,1.1227472462994006e-57,3.449300295850693e-57
CD14+ Monocytes,WNT5B,-16.05957,-0.524523,4.8993595986081695e-58,1.5121480242617808e-57
CD14+ Monocytes,CTNNBIP1,-16.06355,,4.594731568539083e-58,1.4203188774463934e-57
CD14+ Monocytes,LRRC59,-16.101868,,2.4751543384496343e-58,7.674897173487238e-58
CD14+ Monocytes,SH3BP1,-16.12637,,1.6652559718623022e-58,5.171602397087895e-58
CD14+ Monocytes,FAM106A,-16.130726,1.5136425,1.5518668954645922e-58,4.826957684182246e-58
CD14+ Monocytes,FAM120A,-16.157337,,1.008247691657947e-58,3.145858632318087e-58
CD14+ Monocytes,SMARCA4,-16.16108,4.8527074,9.488507485994307e-59,2.965158589373221e-58
CD14+ Monocytes,TP53BP2,-16.17282,,7.842504317391537e-59,2.454617939715661e-58
CD14+ Monocytes,SLC6A6,-16.174215,,7.666860465134972e-59,2.4071775400737744e-58
CD14+ Monocytes,CDV3,-16.186874,,6.24200928870427e-59,1.965987177544652e-58
CD14+ Monocytes,TMEM40,-16.191944,2.6427414,5.7483035868969305e-59,1.816209664106455e-58
CD14+ Monocytes,DICER1,-16.223286,,3.4522326394502062e-59,1.0942100283518878e-58
CD14+ Monocytes,CDK19,-16.250202,,2.2262686292507807e-59,7.0787555779039135e-59
CD14+ Monocytes,SLC35A2,-16.273308,,1.526798264122933e-59,4.8701699015085585e-59
CD14+ Monocytes,BMPR2,-16.282293,1.5866464,1.3183607985545672e-59,4.212015330845263e-59
CD14+ Monocytes,SETX,-16.29005,,1.1613192497171202e-59,3.7162215990947846e-59
CD14+ Monocytes,GATA2,-16.30482,3.3439472,9.120724270472098e-60,2.9280013709380734e-59
CD14+ Monocytes,RP11-493L12.4,-16.309788,1.6200547,8.40836721980404e-60,2.70365505459937e-59
CD14+ Monocytes,TMEM9B,-16.325375,,6.514054100681733e-60,2.097924025984455e-59
CD14+ Monocytes,HMGXB4,-16.32762,,6.278663292017409e-60,2.0253752554894865e-59
CD14+ Monocytes,TYMS,-16.371246,,3.0686961533749577e-60,9.915011804119411e-60
CD14+ Monocytes,CUL4B,-16.375704,-0.043726895,2.85191857222329e-60,9.229509942470194e-60
CD14+ Monocytes,CNEP1R1,-16.376282,4.2405963,2.8249293938719847e-60,9.156983448531555e-60
CD14+ Monocytes,AK2,-16.377848,,2.7531689677679653e-60,8.938860284960927e-60
CD14+ Monocytes,CDC42EP3,-16.382406,,2.554314349939392e-60,8.306713333136234e-60
CD14+ Monocytes,RARA,-16.39037,,2.240767728936972e-60,7.298917683833786e-60
CD14+ Monocytes,NEXN,-16.411503,,1.582412391530769e-60,5.171282325263951e-60
CD14+ Monocytes,TIMMDC1,-16.426168,,1.2426596517015781e-60,4.0676257011508286e-60
CD14+ Monocytes,LAMP2,-16.459042,,7.223547794478709e-61,2.37226528554309e-60
CD14+ Monocytes,NRROS,-16.482521,,4.899788948741788e-61,1.611772680507167e-60
CD14+ Monocytes,LILRA3,-16.505661,,3.3405184384770016e-61,1.1043036160254552e-60
CD14+ Monocytes,ATG16L2,-16.513012,,2.9574710736321696e-61,9.79295057494096e-61
CD14+ Monocytes,RP11-139H15.1,-16.559088,,1.3766540751158436e-61,4.5736015784579525e-61
CD14+ Monocytes,MEF2D,-16.560585,,1.3428191592625694e-61,4.468616170590913e-61
CD14+ Monocytes,PPIF,-16.5646,,1.2561153928683842e-61,4.187051309561281e-61
CD14+ Monocytes,FAM110A,-16.574673,,1.0623880900999465e-61,3.547205643071608e-61
CD14+ Monocytes,PDIA3,-16.578009,,1.0050521118179486e-61,3.361378300394477e-61
CD14+ Monocytes,BBC3,-16.595907,,7.460744940444575e-62,2.4994120403499414e-61
CD14+ Monocytes,C1QA,-16.613739,,5.542809917873187e-62,1.8631293841590544e-61
CD14+ Monocytes,PTAFR,-16.640827,,3.5271633365591445e-62,1.1895997762425446e-61
CD14+ Monocytes,TSC22D1,-16.667336,,2.2646764332893256e-62,7.650933896247722e-62
CD14+ Monocytes,TIMM17A,-16.721817,,9.090572035768342e-63,3.0920313046831096e-62
CD14+ Monocytes,MPV17,-16.76728,,4.234559729302073e-63,1.4427801462698715e-62
CD14+ Monocytes,SH3GLB1,-16.78021,,3.406241714188096e-63,1.1625398341938895e-62
CD14+ Monocytes,ARAP1,-16.78096,,3.363568645849981e-63,1.1499379985811901e-62
CD14+ Monocytes,DENND5A,-16.784021,,3.1944739887817063e-63,1.0939979413635982e-62
CD14+ Monocytes,EIF2AK4,-16.792734,,2.7584107290610444e-63,9.462815537087632e-63
CD14+ Monocytes,HDGF,-16.799982,,2.441180415503963e-63,8.388936135752451e-63
CD14+ Monocytes,DMAP1,-16.815397,,1.8822632717146007e-63,6.490563005912416e-63
CD14+ Monocytes,CLCN5,-16.842077,0.66593254,1.1995250527788382e-63,4.150605718957918e-63
CD14+ Monocytes,GSTA4,-16.844595,,1.1495409901708339e-63,3.984544160037553e-63
CD14+ Monocytes,SLC27A1,-16.850176,,1.0460398559092771e-63,3.6320828330183235e-63
CD14+ Monocytes,CISD3,-16.86896,,7.612533179515303e-64,2.65245058519697e-63
CD14+ Monocytes,MRPS12,-16.884851,,5.8162604553814115e-64,2.0301083613896725e-63
CD14+ Monocytes,DNTTIP1,-16.888561,,5.46193492058625e-64,1.9097674547504372e-63
CD14+ Monocytes,RP11-468E2.4,-16.907822,,3.9400799910899594e-64,1.3849138808752055e-63
CD14+ Monocytes,PI4KB,-16.920038,,3.2022499589699005e-64,1.1275528024541904e-63
CD14+ Monocytes,CYTH4,-16.926401,,2.874242943947233e-64,1.013842308270629e-63
CD14+ Monocytes,MTCH2,-16.92647,,2.8709222771361988e-64,1.013842308270629e-63
CD14+ Monocytes,LAT2,-16.98888,,9.926775275103683e-65,3.5326602402504204e-64
CD14+ Monocytes,NFE2,-16.991056,,9.56495798782619e-65,3.4099671970859854e-64
CD14+ Monocytes,DDAH2,-16.995005,,8.942337313920747e-65,3.193691897828838e-64
CD14+ Monocytes,MANBA,-17.020662,,5.771364891054642e-65,2.064889048677868e-64
CD14+ Monocytes,CHIC2,-17.02958,,4.955992704210159e-65,1.7763414710430677e-64
CD14+ Monocytes,STX4,-17.044144,,3.863654545672581e-65,1.389803793407403e-64
CD14+ Monocytes,C19orf59,-17.046389,,3.7180523477519446e-65,1.3398386838745744e-64
CD14+ Monocytes,KIAA0930,-17.048975,,3.5571510853010996e-65,1.2841700668957037e-64
CD14+ Monocytes,MADD,-17.049656,,3.5159745942336964e-65,1.2716002149127292e-64
CD14+ Monocytes,C9orf69,-17.08423,,1.944945813668231e-65,7.0596944234781515e-65
CD14+ Monocytes,AP003733.1,-17.094847,,1.621212572278397e-65,5.895318444648715e-65
CD14+ Monocytes,WARS2,-17.147932,1.92012,6.512839423264609e-66,2.372619097728455e-65
CD14+ Monocytes,TINF2,-17.175259,,4.0683709295849397e-66,1.4848069086076421e-65
CD14+ Monocytes,GMPPA,-17.209118,,2.268619282070443e-66,8.340512066435452e-66
CD14+ Monocytes,MRPL28,-17.24832,,1.1520152841359113e-66,4.2588365402436644e-66
CD14+ Monocytes,SIGLEC14,-17.26656,,8.400374726583657e-67,3.1112498987346877e-66
CD14+ Monocytes,HES1,-17.2946,,5.16607285503024e-67,1.9276391250112835e-66
CD14+ Monocytes,NRGN,-17.323593,,3.1224098303316456e-67,1.1672560113389329e-66
CD14+ Monocytes,GALK1,-17.393353,,9.265198851778378e-68,3.5162044978286063e-67
CD14+ Monocytes,SMARCD3,-17.394033,,9.155808659560086e-68,3.481296068273797e-67
CD14+ Monocytes,TRIM8,-17.403494,,7.762100034684572e-68,2.9569904894036465e-67
CD14+ Monocytes,INO80C,-17.40996,,6.9333226244644986e-68,2.6529426238680705e-67
CD14+ Monocytes,CCDC115,-17.449434,,3.476642768137381e-68,1.3371702954374542e-67
CD14+ Monocytes,CTA-217C2.1,-17.472301,,2.3290835321650737e-68,8.99260051028986e-68
CD14+ Monocytes,ECSIT,-17.493263,,1.6125348571961055e-68,6.238045869230582e-68
CD14+ Monocytes,LINC01119,-17.500954,1.3387735,1.4088962171517253e-68,5.460838050975679e-68
CD14+ Monocytes,MAP2K3,-17.516539,,1.0714791214362955e-68,4.161083966742895e-68
CD14+ Monocytes,IFIT2,-17.545328,,6.457856424213278e-69,2.5127846008611976e-68
CD14+ Monocytes,CELF1,-17.603724,,2.3065218934882375e-69,9.045183896032304e-69
CD14+ Monocytes,GNS,-17.60733,,2.1641591886967362e-69,8.503572450674798e-69
CD14+ Monocytes,SCGB1C1,-17.6434,3.092592,1.1436565230459814e-69,4.5114655741458834e-69
CD14+ Monocytes,CCPG1,-17.662933,,8.092186194967998e-70,3.1984925671810265e-69
CD14+ Monocytes,SKAP2,-17.669195,,7.242252063885521e-70,2.8682186391625824e-69
CD14+ Monocytes,NFYC,-17.670012,,7.138162685717591e-70,2.832604240364123e-69
CD14+ Monocytes,DCP2,-17.677362,,6.265975564342489e-70,2.4914415762793196e-69
CD14+ Monocytes,GMPR,-17.71738,,3.079180005203097e-70,1.2267649423119908e-69
CD14+ Monocytes,FAM212B,-17.722214,-1.127402,2.8257311484395048e-70,1.1302924593758019e-69
CD14+ Monocytes,ABCC3,-17.77986,0.119170226,1.0123423180368413e-70,4.0820254759550055e-70
CD14+ Monocytes,MGST2,-17.798643,,7.24017220128967e-71,2.92532210153118e-70
CD14+ Monocytes,PRKACA,-17.834578,,3.809125132578766e-71,1.542155924120958e-70
CD14+ Monocytes,TMEM199,-17.838934,,3.5235328174573663e-71,1.4294250780760107e-70
CD14+ Monocytes,DIAPH1,-17.875687,,1.8241808483999438e-71,7.430471887576145e-71
CD14+ Monocytes,COMMD5,-17.887085,,1.4868387881090055e-71,6.081140237664644e-71
CD14+ Monocytes,COMMD4,-17.92353,,7.726425989377582e-72,3.1795991725833674e-71
CD14+ Monocytes,BRWD1,-17.93197,,6.638466364070355e-72,2.737511902709425e-71
CD14+ Monocytes,DHX15,-17.935543,,6.225190514710167e-72,2.572392774673623e-71
CD14+ Monocytes,QSOX1,-17.953136,,4.535480845770735e-72,1.87804589886987e-71
CD14+ Monocytes,HEXIM2,-17.963755,,3.745950939843683e-72,1.5543364895616944e-71
CD14+ Monocytes,CTD-2006K23.1,-17.971037,,3.28520417883238e-72,1.3659892635477672e-71
CD14+ Monocytes,DNAJC2,-17.974506,,3.085930892641306e-72,1.2858045386005442e-71
CD14+ Monocytes,CRELD2,-17.979408,,2.8249512474601885e-72,1.1795203538455903e-71
CD14+ Monocytes,GYG1,-18.007244,,1.7093106798519202e-72,7.197097599376506e-72
CD14+ Monocytes,SNAPIN,-18.01051,,1.611359205737849e-72,6.813358163796401e-72
CD14+ Monocytes,UBE2F,-18.038618,,9.693672383088615e-73,4.107488297918905e-72
CD14+ Monocytes,LINC01003,-18.052912,,7.484016844290465e-73,3.1779264731594336e-72
CD14+ Monocytes,NCR3,-18.065298,,5.979847503440057e-73,2.544615958910663e-72
CD14+ Monocytes,ACRBP,-18.07663,5.250905,4.869519743639304e-73,2.076554261679874e-72
CD14+ Monocytes,GLTP,-18.087757,,3.979562463443506e-73,1.7006677194203014e-72
CD14+ Monocytes,TANGO6,-18.122536,,2.1161547116332997e-73,9.121356515660775e-73
CD14+ Monocytes,PTCRA,-18.125122,,2.0189676067010618e-73,8.740119509528406e-73
CD14+ Monocytes,CTNNBL1,-18.157993,,1.1100758342608376e-73,4.815947220220553e-73
CD14+ Monocytes,ACADVL,-18.175009,,8.14158364431848e-74,3.539818975790643e-73
CD14+ Monocytes,RELT,-18.187395,,6.495452112601363e-74,2.8364419705682804e-73
CD14+ Monocytes,SDPR,-18.18862,,6.3518996215938095e-74,2.7798247796909448e-73
CD14+ Monocytes,LAS1L,-18.201075,,5.060477787793115e-74,2.2243858407881824e-73
CD14+ Monocytes,ARSG,-18.201347,,5.035390210046268e-74,2.2182335727076068e-73
CD14+ Monocytes,CIDEB,-18.216728,,3.802172972864693e-74,1.6861077484987552e-73
CD14+ Monocytes,TSPAN33,-18.21901,1.9076277,3.647026296124788e-74,1.6209005760554613e-73
CD14+ Monocytes,MYCL,-18.225372,,3.2465992282126867e-74,1.446146649537945e-73
CD14+ Monocytes,RP11-532F6.3,-18.260864,2.2538338,1.6958377570776116e-74,7.604653619182114e-74
CD14+ Monocytes,RAB9A,-18.280739,,1.1782104184963544e-74,5.2953277235791206e-74
CD14+ Monocytes,SIGLEC10,-18.293022,,9.405236579537857e-75,4.236593053845881e-74
CD14+ Monocytes,FBXW4,-18.34274,,3.7729560260632695e-75,1.7149800118469406e-74
CD14+ Monocytes,PPM1N,-18.381159,,1.8595362173070504e-75,8.471691195020731e-75
CD14+ Monocytes,NFKBIL1,-18.385582,,1.713885603893395e-75,7.825961661613675e-75
CD14+ Monocytes,NMNAT3,-18.418386,0.20272695,9.354996878303645e-76,4.311058469264353e-75
CD14+ Monocytes,EREG,-18.436968,,6.636076178656473e-76,3.072257490118738e-75
CD14+ Monocytes,CKS1B,-18.458746,,4.43520783699664e-76,2.0581010844531974e-75
CD14+ Monocytes,CA2,-18.46099,,4.254570136773458e-76,1.9788698310574224e-75
CD14+ Monocytes,NKIRAS2,-18.482294,,2.867259109643797e-76,1.3367175336334718e-75
CD14+ Monocytes,ORMDL2,-18.48318,,2.820618229293383e-76,1.3180459015389643e-75
CD14+ Monocytes,GPR35,-18.501827,,1.9959159780142403e-76,9.37049754936263e-76
CD14+ Monocytes,RP11-432J24.2,-18.518705,2.2205722,1.4590262800947546e-76,6.866006023975316e-76
CD14+ Monocytes,CRLS1,-18.52735,,1.242595168168332e-76,5.875154459424738e-76
CD14+ Monocytes,UBE2C,-18.539736,2.5720463,9.870525514965213e-77,4.689085755327892e-76
CD14+ Monocytes,RFC2,-18.548243,,8.426122314109279e-77,4.022015424395837e-76
CD14+ Monocytes,BNIP2,-18.561651,,6.565581729421019e-77,3.141426664794746e-76
CD14+ Monocytes,RASGRP4,-18.562876,,6.4175448863702255e-77,3.077959178115216e-76
CD14+ Monocytes,TMEM91,-18.595612,,3.487091650687483e-77,1.6845853384963684e-76
CD14+ Monocytes,PICALM,-18.596838,,3.408325374862892e-77,1.6505207626454682e-76
CD14+ Monocytes,LAIR1,-18.655504,,1.1392305765033988e-77,5.5708096650532955e-77
CD14+ Monocytes,TBC1D8,-18.66214,3.7807555,1.0062036288632976e-77,4.932370729722047e-77
CD14+ Monocytes,APOOL,-18.665781,0.43146262,9.39913197834949e-78,4.618738072899013e-77
CD14+ Monocytes,DAGLB,-18.780937,,1.0815585075031613e-78,5.367536017385415e-78
CD14+ Monocytes,DERL1,-18.782297,,1.0541828289458443e-78,5.244690691272857e-78
CD14+ Monocytes,ITCH,-18.800673,,7.456367807475329e-79,3.7375277230452778e-78
CD14+ Monocytes,PLA2G7,-18.81425,,5.771821572980289e-79,2.900412850743864e-78
CD14+ Monocytes,BCL2A1,-18.839808,,3.562607061429562e-79,1.7947642626849179e-78
CD14+ Monocytes,SMPDL3A,-18.84287,,3.362304410049025e-79,1.6981335404288003e-78
CD14+ Monocytes,ATP6V1D,-18.865534,,2.1904944465990474e-79,1.1147554435618563e-78
